,from,mid,last,TA,S,predict,real
9387,869655,869659,869656,Default Transition,Default Inference,,Arguing
9388,869660,869661,869658,Default Transition,Default Inference,,Arguing
9389,869662,869663,869657,Default Transition,Default Inference,,Arguing
9390,869673,869675,869674,Default Transition,Default Inference,,Arguing
9391,869677,869679,869678,Default Transition,Default Rephrase,,Restating
9392,869681,869683,869682,Default Transition,Default Inference,,Arguing
9393,869688,869690,869689,Default Transition,Default Conflict,,Disagreeing
9394,869703,869704,869687,Default Transition,Default Inference,,Arguing
9395,869708,869710,869709,Default Transition,Default Rephrase,,Restating
9396,869712,869714,869713,Default Transition,Default Rephrase,,Restating
9397,869719,869721,869720,Default Transition,Default Rephrase,,Restating
9398,869725,869727,869726,Default Transition,Default Rephrase,,Restating
9399,869733,869735,869734,Default Transition,Default Inference,,Arguing
9400,869743,869746,869744,Default Transition,Default Inference,,Arguing
9401,869717,869751,869749,Default Transition,Default Inference,,Arguing
9402,869943,869945,869944,Default Transition,Default Rephrase,,Default Illocuting
9403,869948,869949,869947,Default Transition,Default Inference,,Arguing
9404,869950,869952,869951,Default Transition,Default Inference,,Arguing
9405,869954,869956,869955,Default Transition,Default Inference,,Arguing
9406,869957,869959,869958,Default Transition,Default Rephrase,,Restating
9407,869961,869963,869962,Default Transition,Default Rephrase,,Restating
9408,869942,869964,869941,Default Transition,Default Inference,,Arguing
9409,869976,869977,869975,Default Transition,Default Inference,,Arguing
9410,869979,869981,869980,Default Transition,Default Inference,,Arguing
9411,869982,869984,869983,Default Transition,Default Rephrase,,Restating
9412,869985,869987,869986,Default Transition,Default Rephrase,,Restating
9413,869990,869996,869995,Default Transition,Default Inference,,Arguing
9414,870008,870010,870009,Default Transition,Default Rephrase,,Restating
9415,870012,870013,870011,Default Transition,Default Rephrase,,Restating
9416,870003,870015,870014,Default Transition,Default Inference,,Arguing
9417,869994,870017,870016,Default Transition,Default Rephrase,,Restating
9418,870021,870022,870020,Default Transition,Default Inference,,Arguing
9419,870025,870026,870024,Default Transition,Default Rephrase,,Restating
9420,870031,870032,870030,Default Transition,Default Inference,,Arguing
9421,870037,870038,870036,Default Transition,Default Rephrase,,Restating
9422,870040,870041,870039,Default Transition,Default Inference,,Arguing
9423,870043,870044,870042,Default Transition,Default Rephrase,,Restating
9424,870048,870049,870047,Default Transition,Default Rephrase,,Default Illocuting
9425,870054,870056,870055,Default Transition,Default Inference,,Arguing
9426,870060,870062,870061,Default Transition,Default Inference,,Arguing
9427,870068,870070,870069,Default Transition,Default Rephrase,,Restating
9428,870072,870074,870073,Default Transition,Default Inference,,Arguing
9429,870078,870082,870081,Default Transition,Default Inference,,Arguing
9430,870101,870102,870100,Default Transition,Default Rephrase,,Default Illocuting
9431,870116,870119,870118,Default Transition,Default Inference,,Arguing
9432,870120,870122,870121,Default Transition,Default Rephrase,,Restating
9433,870123,870125,870124,Default Transition,Default Inference,,Arguing
9434,870126,870128,870127,Default Transition,Default Inference,,Arguing
9435,870131,870133,870132,Default Transition,Default Rephrase,,Restating
9436,870135,870137,870136,Default Transition,Default Inference,,Arguing
9437,870179,870180,870178,Default Transition,Default Inference,,Arguing
9438,870191,870192,870190,Default Transition,Default Rephrase,,Restating
9439,870185,870193,870189,Default Transition,Default Conflict,,Disagreeing
9440,870197,870198,870196,Default Transition,Default Rephrase,,Restating
9441,870204,870205,870203,Default Transition,Default Inference,,Arguing
9442,870200,870208,870207,Default Transition,Default Inference,,Arguing
9443,870210,870211,870209,Default Transition,Default Rephrase,,Default Illocuting
9444,870221,870223,870222,Default Transition,Default Rephrase,,Restating
9445,870224,870226,870225,Default Transition,Default Rephrase,,Restating
9446,870251,870253,870252,Default Transition,Default Inference,,Arguing
9447,870260,870261,870259,Default Transition,Default Inference,,Arguing
9448,870268,870271,870265,Default Transition,Default Inference,,Arguing
9449,870279,870283,870282,Default Transition,Default Rephrase,,Default Illocuting
9450,870297,870298,870296,Default Transition,Default Inference,,Arguing
9451,870290,870300,870299,Default Transition,Default Inference,,Arguing
9452,870302,870303,870301,Default Transition,Default Rephrase,,Restating
9453,870305,870306,870304,Default Transition,Default Inference,,Arguing
9454,870311,870329,870328,Default Transition,Default Rephrase,,Restating
9455,870332,870334,870333,Default Transition,Default Rephrase,,Restating
9456,870335,870339,870336,Default Transition,Default Conflict,,Disagreeing
9457,870338,870340,870337,Default Transition,Default Conflict,,Disagreeing
9458,870342,870344,870343,Default Transition,Default Inference,,Arguing
9459,870348,870350,870349,Default Transition,Default Rephrase,,Restating
9460,870353,870355,870354,Default Transition,Default Rephrase,,Restating
9461,870346,870357,870356,Default Transition,Default Rephrase,,Restating
9462,870359,870360,870358,Default Transition,Default Rephrase,,Restating
9463,870364,870366,870365,Default Transition,Default Rephrase,,Default Illocuting
9464,870370,870372,870371,Default Transition,Default Inference,,Arguing
9465,870378,870380,870379,Default Transition,Default Rephrase,,Restating
9466,870389,870391,870390,Default Transition,Default Conflict,,Disagreeing
9467,870397,870399,870398,Default Transition,Default Rephrase,,Restating
9468,870404,870406,870405,Default Transition,Default Rephrase,,Restating
9469,870408,870410,870409,Default Transition,Default Inference,,Arguing
9470,870417,870419,870418,Default Transition,Default Inference,,Arguing
9471,870431,870432,870425,Default Transition,Default Inference,,Arguing
9472,870436,870437,870435,Default Transition,Default Inference,,Arguing
9473,870445,870446,870444,Default Transition,Default Inference,,Arguing
9474,870450,870451,870449,Default Transition,Default Inference,,Arguing
9475,870434,870459,870433,Default Transition,Default Rephrase,,Restating
9476,870464,870466,870465,Default Transition,Default Rephrase,,Default Illocuting
9477,870468,870470,870469,Default Transition,Default Inference,,Arguing
9478,870473,870475,870474,Default Transition,Default Rephrase,,Restating
9479,870462,870479,870478,Default Transition,Default Rephrase,,Restating
9480,870483,870485,870484,Default Transition,Default Inference,,Arguing
9481,870489,870491,870490,Default Transition,Default Rephrase,,Default Illocuting
9482,870495,870497,870496,Default Transition,Default Rephrase,,Restating
9483,870499,870501,870500,Default Transition,Default Rephrase,,Default Illocuting
9484,870505,870507,870506,Default Transition,Default Rephrase,,Restating
9485,870503,870509,870508,Default Transition,Default Conflict,,Disagreeing
9486,870514,870516,870515,Default Transition,Default Conflict,,Disagreeing
9487,870518,870520,870519,Default Transition,Default Inference,,Arguing
9488,870540,870542,870541,Default Transition,Default Rephrase,,Restating
9489,870549,870551,870550,Default Transition,Default Inference,,Arguing
9490,870553,870555,870554,Default Transition,Default Rephrase,,Restating
9491,870558,870559,870557,Default Transition,Default Inference,,Arguing
9492,870547,870561,870560,Default Transition,Default Conflict,,Challenging
9493,870565,870567,870566,Default Transition,Default Rephrase,,Restating
9494,870571,870575,870574,Default Transition,Default Rephrase,,Restating
9495,870573,870577,870576,Default Transition,Default Inference,,Arguing
9496,870579,870581,870580,Default Transition,Default Inference,,Arguing
9497,870585,870587,870586,Default Transition,Default Inference,,Arguing
9498,870591,870593,870592,Default Transition,Default Rephrase,,Restating
9499,870597,870599,870598,Default Transition,Default Conflict,,Disagreeing
9500,870563,870601,870600,Default Transition,Default Inference,,Arguing
9501,870607,870609,870608,Default Transition,Default Rephrase,,Restating
9502,870605,870611,870610,Default Transition,Default Rephrase,,Restating
9503,870617,870619,870618,Default Transition,Default Rephrase,,Restating
9504,870624,870626,870625,Default Transition,Default Rephrase,,Restating
9505,870630,870632,870631,Default Transition,Default Inference,,Arguing
9506,870634,870636,870635,Default Transition,Default Inference,,Arguing
9507,870638,870640,870639,Default Transition,Default Rephrase,,Restating
9508,870643,870645,870644,Default Transition,Default Inference,,Arguing
9509,870651,870653,870652,Default Transition,Default Rephrase,,Restating
9510,870656,870658,870657,Default Transition,Default Inference,,Arguing
9511,870659,870663,870660,Default Transition,Default Rephrase,,Default Illocuting
9512,870669,870670,870668,Default Transition,Default Conflict,,Disagreeing
9513,870673,870674,870672,Default Transition,Default Inference,,Arguing
9514,870677,870678,870676,Default Transition,Default Inference,,Arguing
9515,870681,870682,870680,Default Transition,Default Rephrase,,Restating
9516,870686,870687,870685,Default Transition,Default Rephrase,,Restating
9517,870691,870692,870690,Default Transition,Default Rephrase,,Restating
9518,870702,870703,870701,Default Transition,Default Inference,,Arguing
9519,870707,870708,870706,Default Transition,Default Rephrase,,Restating
9520,870724,870725,870723,Default Transition,Default Inference,,Arguing
9521,870735,870736,870732,Default Transition,Default Rephrase,,Restating
9522,870733,870737,870730,Default Transition,Default Inference,,Arguing
9523,870741,870742,870740,Default Transition,Default Rephrase,,Restating
9524,870714,870747,870746,Default Transition,Default Inference,,Arguing
9525,870718,870750,870748,Default Transition,Default Inference,,Arguing
9526,870751,870752,870749,Default Transition,Default Inference,,Arguing
9527,870726,870754,870753,Default Transition,Default Rephrase,,Restating
9528,870762,870763,870761,Default Transition,Default Inference,,Arguing
9529,870767,870769,870768,Default Transition,Default Conflict,,Disagreeing
9530,870772,870773,870771,Default Transition,Default Inference,,Arguing
9531,870778,870780,870776,Default Transition,Default Rephrase,,Restating
9532,870779,870781,870777,Default Transition,Default Inference,,Arguing
9533,870784,870785,870783,Default Transition,Default Conflict,,Disagreeing
9534,870788,870789,870787,Default Transition,Default Inference,,Arguing
9535,870796,870798,870797,Default Transition,Default Inference,,Arguing
9536,870800,870801,870799,Default Transition,Default Inference,,Arguing
9537,870803,870804,870802,Default Transition,Default Rephrase,,Restating
9538,870806,870807,870805,Default Transition,Default Rephrase,,Restating
9539,870809,870810,870808,Default Transition,Default Rephrase,,Restating
9540,870818,870819,870815,Default Transition,Default Inference,,Arguing
9541,870828,870829,870827,Default Transition,Default Rephrase,,Restating
9542,870831,870832,870830,Default Transition,Default Inference,,Arguing
9543,870840,870841,870839,Default Transition,Default Inference,,Arguing
9544,870842,870849,870848,Default Transition,Default Inference,,Arguing
9545,870911,870913,870912,Default Transition,Default Conflict,,Disagreeing
9546,870914,870918,870917,Default Transition,Default Rephrase,,Restating
9547,870919,870921,870920,Default Transition,Default Rephrase,,Restating
9548,870923,870924,870922,Default Transition,Default Rephrase,,Restating
9549,870939,870941,870940,Default Transition,Default Rephrase,,Restating
9550,870934,870944,870943,Default Transition,Default Inference,,Arguing
9551,870953,870955,870954,Default Transition,Default Inference,,Arguing
9552,870965,870967,870966,Default Transition,Default Rephrase,,Restating
9553,870975,870977,870976,Default Transition,Default Conflict,,Disagreeing
9554,870991,870992,870990,Default Transition,Default Inference,,Arguing
9555,870947,870994,870993,Default Transition,Default Inference,,Arguing
9556,870963,870996,870995,Default Transition,Default Inference,,Arguing
9557,870969,870998,870997,Default Transition,Default Rephrase,,Restating
9558,871000,871001,870999,Default Transition,Default Rephrase,,Restating
9559,871005,871008,871007,Default Transition,Default Inference,,Arguing
9560,871012,871014,871011,Default Transition,Default Inference,,Arguing
9561,871016,871017,871015,Default Transition,Default Rephrase,,Restating
9562,871019,871021,871020,Default Transition,Default Rephrase,,Restating
9563,871029,871031,871030,Default Transition,Default Rephrase,,Default Illocuting
9564,871033,871035,871034,Default Transition,Default Rephrase,,Restating
9565,871040,871042,871041,Default Transition,Default Rephrase,,Restating
9566,871048,871050,871049,Default Transition,Default Inference,,Arguing
9567,871044,871052,871051,Default Transition,Default Rephrase,,Restating
9568,871054,871055,871053,Default Transition,Default Inference,,Arguing
9569,871006,871062,871061,Default Transition,Default Inference,,Arguing
9570,871177,871178,871176,Default Transition,Default Rephrase,,Restating
9571,871180,871181,871179,Default Transition,Default Inference,,Arguing
9572,871159,871183,871182,Default Transition,Default Rephrase,,Restating
9573,871187,871188,871186,Default Transition,Default Rephrase,,Default Illocuting
9574,871190,871191,871189,Default Transition,Default Rephrase,,Restating
9575,871193,871194,871192,Default Transition,Default Rephrase,,Restating
9576,871216,871218,871217,Default Transition,Default Inference,,Arguing
9577,871223,871227,871226,Default Transition,Default Rephrase,,Default Illocuting
9578,871234,871235,871232,Default Transition,Default Inference,,Arguing
9579,871236,871237,871233,Default Transition,Default Rephrase,,Restating
9580,871244,871245,871243,Default Transition,Default Conflict,,Disagreeing
9581,871251,871252,871250,Default Transition,Default Rephrase,,Restating
9582,871258,871260,871259,Default Transition,Default Conflict,,Disagreeing
9583,871263,871264,871262,Default Transition,Default Rephrase,,Restating
9584,871269,871270,871268,Default Transition,Default Rephrase,,Default Illocuting
9585,871276,871277,871274,Default Transition,Default Inference,,Arguing
9586,871280,871281,871279,Default Transition,Default Inference,,Arguing
9587,871285,871287,871286,Default Transition,Default Inference,,Arguing
9588,871307,871309,871308,Default Transition,Default Rephrase,,Restating
9589,871317,871319,871316,Default Transition,Default Inference,,Arguing
9590,871334,871335,871333,Default Transition,Default Conflict,,Disagreeing
9591,871323,871342,871341,Default Transition,Default Inference,,Arguing
9592,871347,871349,871348,Default Transition,Default Inference,,Arguing
9593,871345,871351,871350,Default Transition,Default Inference,,Arguing
9594,871291,871353,871352,Default Transition,Default Rephrase,,Restating
9595,871297,871355,871354,Default Transition,Default Rephrase,,Restating
9596,871302,871357,871356,Default Transition,Default Rephrase,,Restating
9597,871361,871362,871360,Default Transition,Default Rephrase,,Restating
9598,871385,871386,871383,Default Transition,Default Inference,,Arguing
9599,871394,871396,871395,Default Transition,Default Conflict,,Disagreeing
9600,871398,871400,871399,Default Transition,Default Inference,,Arguing
9601,871402,871404,871403,Default Transition,Default Inference,,Arguing
9602,871406,871410,871407,Default Transition,Default Inference,,Arguing
9603,871409,871411,871408,Default Transition,Default Inference,,Arguing
9604,871413,871416,871414,Default Transition,Default Inference,,Arguing
9605,871418,871419,871417,Default Transition,Default Rephrase,,Restating
9606,871390,871421,871420,Default Transition,Default Inference,,Arguing
9607,871461,871462,871460,Default Transition,Default Rephrase,,Restating
9608,871467,871468,871466,Default Transition,Default Rephrase,,Restating
9609,871470,871471,871469,Default Transition,Default Conflict,,Disagreeing
9610,871477,871478,871476,Default Transition,Default Inference,,Arguing
9611,871486,871488,871487,Default Transition,Default Rephrase,,Restating
9612,871491,871492,871490,Default Transition,Default Conflict,,Disagreeing
9613,871489,871494,871493,Default Transition,Default Rephrase,,Restating
9614,871497,871498,871496,Default Transition,Default Inference,,Arguing
9615,871514,871515,871513,Default Transition,Default Rephrase,,Restating
9616,871517,871518,871516,Default Transition,Default Inference,,Arguing
9617,871521,871522,871520,Default Transition,Default Rephrase,,Restating
9618,871525,871526,871524,Default Transition,Default Rephrase,,Restating
9619,871530,871531,871528,Default Transition,Default Inference,,Arguing
9620,871546,871547,871545,Default Transition,Default Inference,,Arguing
9621,871548,871549,871543,Default Transition,Default Inference,,Arguing
9622,871554,871555,871553,Default Transition,Default Rephrase,,Restating
9623,871557,871558,871556,Default Transition,Default Rephrase,,Restating
9624,871559,871562,871561,Default Transition,Default Rephrase,,Restating
9625,871566,871568,871567,Default Transition,Default Rephrase,,Restating
9626,871585,871587,871586,Default Transition,Default Rephrase,,Default Illocuting
9627,871589,871591,871590,Default Transition,Default Rephrase,,Restating
9628,871602,871603,871601,Default Transition,Default Inference,,Arguing
9629,871605,871606,871604,Default Transition,Default Inference,,Arguing
9630,871581,871608,871607,Default Transition,Default Inference,,Arguing
9631,871616,871618,871617,Default Transition,Default Rephrase,,Restating
9632,871620,871622,871621,Default Transition,Default Rephrase,,Restating
9633,871630,871632,871631,Default Transition,Default Rephrase,,Restating
9634,871636,871638,871637,Default Transition,Default Rephrase,,Restating
9635,871642,871648,871647,Default Transition,Default Rephrase,,Default Illocuting
9636,871644,871654,871653,Default Transition,Default Inference,,Arguing
9637,871651,871656,871655,Default Transition,Default Inference,,Arguing
9638,871671,871673,871672,Default Transition,Default Rephrase,,Restating
9639,871676,871677,871675,Default Transition,Default Inference,,Arguing
9640,871674,871679,871678,Default Transition,Default Rephrase,,Restating
9641,871682,871683,871681,Default Transition,Default Rephrase,,Restating
9642,871680,871685,871684,Default Transition,Default Rephrase,,Restating
9643,871686,871688,871687,Default Transition,Default Inference,,Arguing
9644,871691,871692,871690,Default Transition,Default Rephrase,,Restating
9645,871689,871694,871693,Default Transition,Default Inference,,Arguing
9646,871696,871698,871697,Default Transition,Default Rephrase,,Restating
9647,871700,871702,871701,Default Transition,Default Rephrase,,Restating
9648,871753,871755,871754,Default Transition,Default Inference,,Arguing
9649,871758,871760,871759,Default Transition,Default Inference,,Arguing
9650,871770,871772,871771,Default Transition,Default Inference,,Arguing
9651,871780,871782,871781,Default Transition,Default Rephrase,,Default Illocuting
9652,871786,871788,871787,Default Transition,Default Inference,,Arguing
9653,871756,871790,871789,Default Transition,Default Rephrase,,Restating
9654,871774,871792,871791,Default Transition,Default Conflict,,Disagreeing
9655,871795,871797,871796,Default Transition,Default Rephrase,,Restating
9656,871799,871801,871800,Default Transition,Default Rephrase,,Restating
9657,871807,871808,871806,Default Transition,Default Rephrase,,Restating
9658,871810,871811,871809,Default Transition,Default Rephrase,,Restating
9659,871815,871817,871816,Default Transition,Default Rephrase,,Restating
9660,871819,871821,871820,Default Transition,Default Conflict,,Disagreeing
9661,871830,871831,871829,Default Transition,Default Conflict,,Disagreeing
9662,871833,871835,871834,Default Transition,Default Rephrase,,Restating
9663,871842,871843,871841,Default Transition,Default Rephrase,,Default Illocuting
9664,871846,871847,871845,Default Transition,Default Rephrase,,Restating
9665,871852,871853,871851,Default Transition,Default Inference,,Arguing
9666,871858,871859,871857,Default Transition,Default Conflict,,Disagreeing
9667,871863,871864,871862,Default Transition,Default Rephrase,,Restating
9668,871867,871868,871866,Default Transition,Default Rephrase,,Restating
9669,871870,871871,871869,Default Transition,Default Rephrase,,Restating
9670,871957,871959,871958,Default Transition,Default Rephrase,,Restating
9671,871961,871963,871962,Default Transition,Default Rephrase,,Restating
9672,871976,871977,871975,Default Transition,Default Rephrase,,Default Illocuting
9673,871980,871981,871979,Default Transition,Default Rephrase,,Restating
9674,871984,871985,871983,Default Transition,Default Rephrase,,Default Illocuting
9675,871989,871990,871988,Default Transition,Default Rephrase,,Restating
9676,871969,871996,871995,Default Transition,Default Inference,,Arguing
9677,872051,872052,872050,Default Transition,Default Rephrase,,Restating
9678,872055,872056,872054,Default Transition,Default Inference,,Arguing
9679,872060,872061,872059,Default Transition,Default Inference,,Arguing
9680,872066,872067,872065,Default Transition,Default Conflict,,Disagreeing
9681,872073,872074,872072,Default Transition,Default Rephrase,,Restating
9682,872077,872078,872076,Default Transition,Default Inference,,Arguing
9683,872080,872081,872079,Default Transition,Default Inference,,Arguing
9684,872100,872102,872101,Default Transition,Default Rephrase,,Restating
9685,872106,872108,872107,Default Transition,Default Rephrase,,Restating
9686,872109,872111,872110,Default Transition,Default Rephrase,,Restating
9687,872114,872116,872115,Default Transition,Default Rephrase,,Restating
9688,872117,872119,872118,Default Transition,Default Inference,,Arguing
9689,872126,872127,872125,Default Transition,Default Inference,,Arguing
9690,872121,872129,872128,Default Transition,Default Rephrase,,Restating
9691,872138,872142,872141,Default Transition,Default Inference,,Arguing
9692,872144,872145,872143,Default Transition,Default Inference,,Arguing
9693,872147,872148,872146,Default Transition,Default Rephrase,,Restating
9694,872157,872159,872158,Default Transition,Default Inference,,Arguing
9695,872151,872161,872160,Default Transition,Default Inference,,Arguing
9696,872155,872163,872162,Default Transition,Default Rephrase,,Restating
9697,872166,872168,872167,Default Transition,Default Rephrase,,Restating
9698,872173,872175,872174,Default Transition,Default Inference,,Arguing
9699,872184,872186,872185,Default Transition,Default Rephrase,,Restating
9700,872194,872196,872195,Default Transition,Default Inference,,Arguing
9701,872202,872203,872201,Default Transition,Default Inference,,Arguing
9702,872208,872209,872207,Default Transition,Default Inference,,Arguing
9703,872217,872218,872216,Default Transition,Default Inference,,Arguing
9704,872221,872222,872220,Default Transition,Default Rephrase,,Restating
9705,872235,872236,872232,Default Transition,Default Inference,,Arguing
9706,872253,872255,872254,Default Transition,Default Inference,,Arguing
9707,872257,872258,872256,Default Transition,Default Rephrase,,Restating
9708,872264,872266,872265,Default Transition,Default Rephrase,,Default Illocuting
9709,872270,872272,872271,Default Transition,Default Rephrase,,Restating
9710,872280,872282,872281,Default Transition,Default Inference,,Arguing
9711,872289,872291,872290,Default Transition,Default Rephrase,,Restating
9712,872284,872298,872297,Default Transition,Default Rephrase,,Restating
9713,872275,872301,872300,Default Transition,Default Rephrase,,Restating
9714,872296,872303,872302,Default Transition,Default Rephrase,,Restating
9715,872313,872314,872312,Default Transition,Default Inference,,Arguing
9716,872316,872318,872315,Default Transition,Default Inference,,Arguing
9717,872317,872318,872315,Default Transition,Default Inference,,Arguing
9718,872320,872325,872324,Default Transition,Default Rephrase,,Restating
9719,872339,872341,872340,Default Transition,Default Inference,,Arguing
9720,872342,872346,872345,Default Transition,Default Rephrase,,Restating
9721,872347,872349,872348,Default Transition,Default Inference,,Arguing
9722,872350,872352,872351,Default Transition,Default Rephrase,,Default Illocuting
9723,872353,872355,872354,Default Transition,Default Inference,,Arguing
9724,872358,872360,872359,Default Transition,Default Rephrase,,Restating
9725,872361,872363,872362,Default Transition,Default Rephrase,,Restating
9726,872365,872366,872364,Default Transition,Default Rephrase,,Restating
9727,872368,872369,872367,Default Transition,Default Inference,,Arguing
9728,872371,872372,872370,Default Transition,Default Inference,,Arguing
9729,872385,872387,872386,Default Transition,Default Inference,,Arguing
9730,872390,872393,872391,Default Transition,Default Inference,,Arguing
9731,872398,872399,872394,Default Transition,Default Inference,,Arguing
9732,872397,872400,872395,Default Transition,Default Inference,,Arguing
9733,872383,872401,872396,Default Transition,Default Inference,,Arguing
9734,872403,872407,872406,Default Transition,Default Inference,,Arguing
9735,872375,872408,872377,Default Transition,Default Conflict,,Disagreeing
9736,872404,872409,872405,Default Transition,Default Conflict,,Disagreeing
9737,872412,872414,872413,Default Transition,Default Inference,,Arguing
9738,872419,872421,872420,Default Transition,Default Rephrase,,Restating
9739,872431,872433,872432,Default Transition,Default Inference,,Arguing
9740,872437,872440,872439,Default Transition,Default Inference,,Arguing
9741,872449,872450,872447,Default Transition,Default Rephrase,,Restating
9742,872457,872458,872456,Default Transition,Default Inference,,Arguing
9743,872463,872464,872462,Default Transition,Default Rephrase,,Restating
9744,872470,872471,872469,Default Transition,Default Inference,,Arguing
9745,872443,872473,872472,Default Transition,Default Rephrase,,Arguing
9746,872448,872475,872474,Default Transition,Default Inference,,Arguing
9747,872478,872480,872479,Default Transition,Default Conflict,,Disagreeing
9748,872487,872488,872486,Default Transition,Default Inference,,Arguing
9749,872491,872492,872490,Default Transition,Default Rephrase,,Restating
9750,872495,872496,872494,Default Transition,Default Inference,,Arguing
9751,872508,872509,872507,Default Transition,Default Inference,,Arguing
9752,872511,872512,872510,Default Transition,Default Conflict,,Disagreeing
9753,872505,872514,872513,Default Transition,Default Conflict,,Disagreeing
9754,872516,872517,872515,Default Transition,Default Inference,,Arguing
9755,872521,872523,872522,Default Transition,Default Conflict,,Disagreeing
9756,872530,872531,872529,Default Transition,Default Inference,,Arguing
9757,872539,872541,872540,Default Transition,Default Inference,,Arguing
9758,872545,872546,872544,Default Transition,Default Inference,,Arguing
9759,872555,872557,872556,Default Transition,Default Rephrase,,Restating
9760,872549,872559,872558,Default Transition,Default Rephrase,,Restating
9761,872547,872561,872560,Default Transition,Default Rephrase,,Restating
9762,872574,872575,872573,Default Transition,Default Rephrase,,Default Illocuting
9763,872578,872580,872579,Default Transition,Default Rephrase,,Restating
9764,872583,872584,872582,Default Transition,Default Inference,,Arguing
9765,872564,872590,872589,Default Transition,Default Rephrase,,Restating
9766,872567,872592,872591,Default Transition,Default Rephrase,,Restating
9767,872594,872595,872593,Default Transition,Default Rephrase,,Default Illocuting
9768,872600,872602,872601,Default Transition,Default Rephrase,,Restating
9769,872599,872604,872603,Default Transition,Default Inference,,Arguing
9770,872687,872689,872688,Default Transition,Default Rephrase,,Default Illocuting
9771,872694,872695,872693,Default Transition,Default Inference,,Arguing
9772,872700,872702,872701,Default Transition,Default Conflict,,Disagreeing
9773,872708,872710,872709,Default Transition,Default Rephrase,,Restating
9774,872718,872720,872719,Default Transition,Default Inference,,Arguing
9775,872735,872736,872734,Default Transition,Default Conflict,,Disagreeing
9776,872738,872739,872737,Default Transition,Default Conflict,,Disagreeing
9777,872741,872742,872740,Default Transition,Default Inference,,Arguing
9778,872744,872745,872743,Default Transition,Default Inference,,Arguing
9779,872748,872749,872747,Default Transition,Default Inference,,Arguing
9780,872751,872752,872750,Default Transition,Default Rephrase,,Restating
9781,872754,872755,872753,Default Transition,Default Conflict,,Disagreeing
9782,872767,872768,872766,Default Transition,Default Inference,,Arguing
9783,872772,872773,872771,Default Transition,Default Rephrase,,Default Illocuting
9784,872790,872795,872794,Default Transition,Default Inference,,Arguing
9785,872799,872801,872800,Default Transition,Default Inference,,Arguing
9786,872797,872802,872793,Default Transition,Default Inference,,Arguing
9787,872804,872806,872805,Default Transition,Default Rephrase,,Restating
9788,872808,872810,872809,Default Transition,Default Rephrase,,Restating
9789,872813,872814,872812,Default Transition,Default Rephrase,,Restating
9790,872819,872821,872820,Default Transition,Default Inference,,Arguing
9791,872824,872825,872823,Default Transition,Default Rephrase,,Restating
9792,872829,872831,872830,Default Transition,Default Rephrase,,Restating
9793,872833,872835,872834,Default Transition,Default Rephrase,,Restating
9794,872838,872839,872837,Default Transition,Default Rephrase,,Restating
9795,872847,872848,872846,Default Transition,Default Rephrase,,Restating
9796,872859,872861,872860,Default Transition,Default Rephrase,,Restating
9797,872856,872863,872857,Default Transition,Default Inference,,Arguing
9798,872865,872867,872866,Default Transition,Default Rephrase,,Restating
9799,872869,872871,872870,Default Transition,Default Inference,,Arguing
9800,872872,872874,872873,Default Transition,Default Rephrase,,Restating
9801,872879,872880,872878,Default Transition,Default Rephrase,,Restating
9802,872882,872884,872883,Default Transition,Default Rephrase,,Restating
9803,872786,872888,872887,Default Transition,Default Rephrase,,Default Illocuting
9804,872914,872917,872916,Default Transition,Default Rephrase,,Restating
9805,872915,872919,872918,Default Transition,Default Rephrase,,Restating
9806,872921,872923,872922,Default Transition,Default Inference,,Arguing
9807,872928,872929,872927,Default Transition,Default Inference,,Arguing
9808,872931,872933,872932,Default Transition,Default Rephrase,,Restating
9809,872934,872936,872935,Default Transition,Default Rephrase,,Restating
9810,872938,872942,872941,Default Transition,Default Inference,,Arguing
9811,872946,872947,872945,Default Transition,Default Inference,,Arguing
9812,872948,872951,872950,Default Transition,Default Rephrase,,Restating
9813,872952,872954,872953,Default Transition,Default Rephrase,,Restating
9814,872958,872959,872957,Default Transition,Default Conflict,,Disagreeing
9815,872963,872964,872962,Default Transition,Default Rephrase,,Restating
9816,872969,872970,872968,Default Transition,Default Inference,,Arguing
9817,872980,872981,872979,Default Transition,Default Rephrase,,Restating
9818,872978,872982,872977,Default Transition,Default Rephrase,,Restating
9819,872985,872986,872984,Default Transition,Default Conflict,,Disagreeing
9820,873006,873007,873005,Default Transition,Default Inference,,Arguing
9821,873008,873009,873003,Default Transition,Default Rephrase,,Restating
9822,873010,873011,873001,Default Transition,Default Rephrase,,Restating
9823,873013,873014,872998,Default Transition,Default Inference,,Arguing
9824,873015,873016,872999,Default Transition,Default Rephrase,,Restating
9825,873018,873019,872994,Default Transition,Default Rephrase,,Restating
9826,873020,873021,872992,Default Transition,Default Rephrase,,Restating
9827,873025,873026,873024,Default Transition,Default Rephrase,,Restating
9828,873201,873203,873202,Default Transition,Default Inference,,Arguing
9829,873216,873218,873217,Default Transition,Default Rephrase,,Restating
9830,873220,873222,873221,Default Transition,Default Inference,,Arguing
9831,873199,873230,873229,Default Transition,Default Rephrase,,Restating
9832,873205,873232,873231,Default Transition,Default Inference,,Arguing
9833,873233,873235,873234,Default Transition,Default Rephrase,,Restating
9834,873390,873391,873389,Default Transition,Default Inference,,Arguing
9835,873388,873393,873392,Default Transition,Default Rephrase,,Restating
9836,873399,873401,873400,Default Transition,Default Inference,,Arguing
9837,873402,873404,873403,Default Transition,Default Inference,,Arguing
