from,mid,last,L,I,predict,real
814899,862990,814901,Kate Andrews : They come up with some pretty extreme stuff that isn't necessarily backed by the scientific community,the protestors come up with some pretty extreme stuff that isn't necessarily backed by the scientific community,,Asserting
814906,862994,814908,"Kate Andrews : another reason that energy bills are going up, it's because renewables, wind and solar, this past month, this past few months haven't been as reliable as they have been in the past","another reason that energy bills are going up, it's because renewables, wind and solar, this past month, this past few months haven't been as reliable as they have been in the past",,Asserting
814911,862996,814913,Kate Andrews : It hasn't been as windy,it hasn't been as windy,,Asserting
814916,862998,814918,Kate Andrews : we haven't had as much sun,we haven't had as much sun,,Asserting
814923,863002,814925,Kate Andrews :  we're being a bit dishonest with ourselves about where we're actually at and what we can achieve,we're being a bit dishonest with ourselves about where we're actually at and what we can achieve,,Asserting
814930,863006,814932,"Kate Andrews : The only way we get to net zero by 2050, the only way we do this properly is if we bring people with us","the only way we get to net zero by 2050, the only way we do this properly is if we bring people with us",,Asserting
814935,863008,814937,Kate Andrews : we need to be honest about the fact that we have been focused on decarbonisation quite rightly,we need to be honest about the fact that we have been focused on decarbonisation quite rightly,,Asserting
814942,863012,814944,Kate Andrews :  the UK more so than a lot of other European countries has undermined its own energy security,the UK more so than a lot of other European countries has undermined its own energy security,,Asserting
814947,863014,814949,Kate Andrews : We had far less gas reserve in the UK than Germany or France or Italy did,we had far less gas reserve in the UK than Germany or France or Italy did,,Asserting
814954,863018,814956,Kate Andrews : we're in a real bind now,we're in a real bind now,,Asserting
814961,863022,814963,Kate Andrews : we need to have this honest conservation,we need to have this honest conservation,,Asserting
814968,863026,814970,Kate Andrews : we might applaud their end goal,we might applaud the protestors' end goal,,Asserting
814973,863028,814975,Kate Andrews :  I don't think it's fair to say that any rational person thinks that we should just adopt their policies overnight,Kate Andrews does not think it's fair to say that any rational person thinks that we should just adopt their policies overnight,,Asserting
765837,863032,814981,Kate Andrews : It's that dishonesty that's partially gotten us into this energy crisis to begin with,it's that dishonesty that's partially gotten us into this energy crisis to begin with,,Asserting
765838,863036,814987,Richard Walker : what we need is a more diverse greener resilient energy mix,what we need is a more diverse greener resilient energy mix,,Asserting
814989,863037,814991,Richard Walker : it's not a binary choice of fossil energy or non-fossil energy,it's not a binary choice of fossil energy or non-fossil energy,,Asserting
814993,863038,814995,Richard Walker : We have the biggest tidal stream in the world,we have the biggest tidal stream in the world,,Asserting
814998,863039,815000,Kate Andrews : you speak to the people on the M25,you speak to the people on the M25,,Asserting
815002,863040,815004,Kate Andrews : they may not like your nuanced answer,people on the M25 may not like Richard Walker's nuanced answer,,Asserting
815006,863041,815008,Richard Walker : why aren't we world leading in those,the UK should be world leading in tidal energy,,Rhetorical Questioning
815010,863042,815012,Richard Walker : There's a whole load of other stuff,there's a whole load of other stuff,,Asserting
815014,863043,815016,Richard Walker : hydrogen,we have hydrogen,,Asserting
815019,863044,815021,Richard Walker : we have amazing R and D,we have amazing R and D,,Asserting
815023,863045,815025,Richard Walker : we need to scale that up,we need to scale that up,,Asserting
815027,863046,815029,Kate Andrews : nuclear,we have nuclear,,Asserting
815031,863047,815033,Richard Walker : Let's talk about micro nuclear,Let's talk about micro nuclear,,Asserting
815035,863048,815037,Richard Walker : there's all sorts of things we should be scaling up,there's all sorts of things we should be scaling up,,Asserting
815070,863079,815072,Kate Andrews : Speak to people on the M25,speak to people on the M25,,Asserting
815077,863083,815079,Kate Andrews : they might not agree with your relatively nuanced position on this,people on the M25 might not agree with Richard Walker's relatively nuanced position on renewable energy,,Asserting
815087,863090,815089,Grant Shapps : Slightly off the actual question,Grant Shapps is about to go off the actual question,,Asserting
815091,863091,815093,Grant Shapps : which was about whether it was right for people to go on the M25 rather than the power supply,the question was about whether it was right for people to go on the M25 rather than the power supply,,Asserting
815099,863096,815101,Grant Shapps : both the other politicians on the panel have mentioned the police already having the powers,both the other politicians on the Question Time panel have mentioned the police already having the powers,,Asserting
765607,863097,765606,Grant Shapps : That was evidently not the case,police already having the powers was evidently not the case,,Asserting
815106,863098,815108,"Grant Shapps : the same people who were protesting on the first day were out on the third day and then on the fifth day, having been arrested each time in between","the same people who were protesting on the first day were out on the third day and then on the fifth day, having been arrested each time in between",,Asserting
815110,863099,815112,Grant Shapps : I had to take an injunction,Grant Shapps had to take an injunction,,Asserting
815114,863100,815116,Grant Shapps : it was the only way to make that contempt of court and therefore imprisonable,an injunction was the only way to make protests contempt of court and therefore imprisonable,,Asserting
815118,863101,815120,Grant Shapps : supporting the Police and Crime Bill would actually hope folks,supporting the Police and Crime Bill would actually help folks,,Asserting
765840,863102,815123,Grant Shapps : neither of these guys are doing that,neither of the politicians on the Question time panel are supporting the Police and Crime Bill,,Asserting
765841,863118,815141,Munira Wilson : you got the injunction that you needed,Grant Shapps got the injunction that he needed,,Asserting
815143,863119,815145,Grant Shapps : only on the M25,only on the M25 did Grant Shapps get the injunction that he needed,,Asserting
815154,863123,815151,Munira Wilson : get a judge to go out and do every single motorway separately,Grant Shapps should get a judge out to do every single motorway separately,,Asserting
815158,863126,815160,Grant Shapps : we need laws which do the obvious things that we all agree with,we need laws which do the obvious things that we all agree with,,Asserting
815169,863130,815166,Boris Johnson : we should all be able to see our GP face to face if we'd like to,we should all be able to see our GP face to face if we'd like to,,Asserting
765616,863133,765615,AudienceMember 20210930QT32 : How can GP practices be supported to provide quality care for patients,xxx is how GP practices be supported to provide quality care for patients,,Pure Questioning
815176,863135,815178,Munira Wilson : our GPs have done a phenomenal job throughout this pandemic,our GPs have done a phenomenal job throughout this pandemic,,Asserting
815181,863137,815183,Munira Wilson : They've worked incredibly hard,our GPs have worked incredibly hard,,Asserting
815188,863141,815190,Munira Wilson : Obviously in the recent months they've been rolling out the vaccination programme,obviously in the recent months our GPs have been rolling out the vaccination programme,,Asserting
815196,863145,815198,"Munira Wilson : they have been working throughout, seeing people, initially largely remotely","they have been working throughout the pandemic, seeing people, initially largely remotely",,Asserting
765843,863149,815204,Munira Wilson : now are doing a combination of both remote and,now are doing a combination of both remote and seeing patients face to face,,Asserting
765614,863153,765613,Fiona Bruce : how can GP practices be supported to provide quality care for patients so that we can see them face to face,xxx is how GP practices can be supported to provide quality care for patients so that we can see them face to face,,Pure Questioning
815211,863154,815213,"Munira Wilson : as we start to roll out the booster programme, booster jab programme for instance",we start to roll out the booster jab programme,,Asserting
815215,863155,815217,Munira Wilson : I think we should be relying much more on community pharmacy,we should be relying much more on community pharmacy,,Asserting
815219,863156,815221,"Munira Wilson : some of the vaccination hubs in my constituency, the big vaccination hub has been shut down","some of the vaccination hubs in Munira Wilson's constituency, the big vaccination hub has been shut down",,Asserting
815223,863157,815225,"Fiona Bruce :  the question is about seeing GPs face to face, not going to your pharmacy","the question is about seeing GPs face to face, not going to your pharmacy",,Asserting
765623,863158,765622,Munira Wilson :  if there is less pressure on GPs from other things such as the vaccination programme,there is less pressure on GPs from other things such as the vaccination programme,,Asserting
815229,863159,815231,Munira Wilson : they will be freed up a bit more to see people face to face,GPs will be freed up a bit more to see people face to face,,Asserting
815233,863160,815235,Munira Wilson : We need investment in our GP surgeries,we need investment in our GP surgeries,,Asserting
765663,863161,765662,Munira Wilson : we need to recruit and train far more GPs,we need to recruit and train far more GPs,,Asserting
815239,863162,815241,Munira Wilson : There's huge workforce pressures across the NHS,there's huge workforce pressures across the NHS,,Asserting
815243,863163,815245,Munira Wilson : GPs being one of them,GPs experience huge workforce pressures,,Asserting
815247,863164,815249,Munira Wilson : so it's about that long term investment,it's about that long term investment,,Asserting
815252,863165,863166,"Munira Wilson : In the short term, it's trying to find ways to free them so that they can see you face to face","in the short term, it's trying to find ways to free them so that they can see you face to face",,Asserting
815256,863167,815258,Munira Wilson : and don't forget there are people who actually prefer the remote triage,there are people who actually prefer the remote triage,,Asserting
765651,863168,765650,Munira Wilson : then that frees up time for people to be able to see others face to face,people being seen remotely frees up time for people to be able to see others face to face,,Asserting
765845,863201,815297,"Munira Wilson : so where people are happy to be seen remotely, that's probably a quicker way to be seen","where people are happy to be seen remotely, that's probably a quicker way to be seen",,Asserting
765846,863208,815306,Fiona Bruce :  I'm not entirely sure that vaccinations is the issue,Fiona Bruce is not entirely sure that vaccinations is the issue,,Asserting
765621,863209,765620,"Fiona Bruce : as far as I'm aware, most vaccinations happen outside GP surgeries","as far as Fiona Bruce is aware, most vaccinations happen outside GP surgeries",,Asserting
815311,863211,815313,Fiona Bruce : the head of the Royal College of GPs has been addressing this issue,the head of the Royal College of GPs has been addressing this issue of face to face appointments with GPs,,Asserting
815316,863213,815318,Fiona Bruce :  it was pre-pandemic that 80 per cent of appointments were carried out face to face with GPs,it was pre-pandemic that 80 per cent of appointments were carried out face to face with GPs,,Asserting
815321,863215,815323,Fiona Bruce : it's now something like 57 per cent,it's now something like 57 per cent of appointments were carried out face to face with GPs,,Asserting
815329,863218,765629,Royal College : 56 per cent is about right,56 per cent of appointments were carried out face to face with GPs is about right,,Asserting
815337,863221,815333,Boris Johnson : people actually should be able to see their GP face to face if they want to,people actually should be able to see their GP face to face if they want to,,Asserting
815340,863223,815342,Fiona Bruce : you've asked this question,AudienceMember 20210930QT33 has asked this question of how GP practices can be supported to provide quality care for patients,,Asserting
815345,863225,815347,"Fiona Bruce : Is this because you're involved, you're a GP, or you've got a personal interest","AudienceMember 20210930QT33 asked the question of how GP practices can be supported to provide quality care for patients this because she is involved, she is a GP, or she has got a personal interest",,Pure Questioning
815350,863227,815352,AudienceMember 20210930QT33 : Just a patient,AudienceMember 20210930QT33 is just a patient,,Asserting
815355,863229,815357,AudienceMember 20210930QT33 : I understand the pressures on the system,AudienceMember 20210930QT33 understands the pressures on the system,,Asserting
815360,863231,815362,AudienceMember 20210930QT33 : what can we do,we can do xxx,,Pure Questioning
815365,863233,815367,AudienceMember 20210930QT33 : what can we do to help,we can do xxx to help,,Pure Questioning
815372,863237,815374,Fiona Bruce : do you want to be able to see your GP face to face when you want,AudienceMember 20210930QT33 want or does not want to be able to see her GP face to face when she wants,,Pure Questioning
815377,863239,815379,AudienceMember 20210930QT34 : Ideally yes,Ideally AudienceMember 20210930QT33 wants to be able to see her GP face to face when she wants,,Asserting
765848,863243,815385,"AudienceMember 20210930QT34 : yes, ideally","AudienceMember 20210930QT33 wants to be able to see her GP face to face when she wants, ideally",,Asserting
765628,863253,765627,"Fiona Bruce : 56 per cent is about right, that's what the head of the Royal College is saying","56 per cent is about right, that's what the head of the Royal College is saying",,Asserting
815398,863254,815400,"Fiona Bruce : Richard, does that sound right to you",56 per cent does or does not sound right to Richard Walker,,Pure Questioning
815404,863256,815406,Richard Walker : speaking as a patient at times myself,Richard Walker is at times speaking as a patient himself,,Asserting
815409,863258,815411,Richard Walker : we referenced earlier in the show that my frontline colleagues haven't had the option of being able to work from home,it was referenced earlier in the show that Richard Walkers frontline colleagues haven't had the option of being able to work from home,,Asserting
815414,863260,815416,"Richard Walker : It doesn't feel to me as a patient right, really quite nervous, about the lack of face to face contacts with GPs","to Richard Walker as a patient it doesn't feel right, he's really quite nervous, about the lack of face to face contacts with GPs",,Asserting
765644,863264,765643,"Richard Walker : therefore missing the nuances, you know, the small things that potentially you can only get from a face to face consultation","from the lack of contact GPs might therefore be  missing the nuances, the small things that potentially you can only get from a face to face consultation",,Asserting
815426,863268,815428,Richard Walker : GPs are under enormous workload,GPs are under enormous workload,,Asserting
815436,863270,815438,Richard Walker : these are the terms of the job that they signed up for,the workload is part of the terms of the job that they signed up for,,Asserting
815439,863271,815441,Richard Walker : maybe a balance is now available,maybe a balance is now available,,Asserting
815442,863272,815444,"Richard Walker : where there's things like the pill, for example, which you still have to have a GP's appointment for","there might be a balance with things like the pill, for example, which you still have to have a GP's appointment for",,Asserting
815453,863280,815455,Richard Walker : the GPs are the gatekeepers for the NHS,the GPs are the gatekeepers for the NHS,,Asserting
815458,863281,815460,Richard Walker : which seems a bit ridiculous to have to actually visit the GP,it seems a bit ridiculous to have to actually visit the GP for getting the pill,,Asserting
815464,863284,815466,"Richard Walker : When I can't get a GP's appointment, I've gone to A and E","when Richard Walker can't get a GP's appointment, he's gone to A and E",,Asserting
815471,863288,815473,Richard Walker : what pressure does that put under our NHS,people going to A and E instead of their GP puts pressure under our NHS,,Asserting
765637,863290,765636,Richard Walker : they should work face to face wherever possible,GPs should work face to face wherever possible,,Asserting
765850,863296,815485,"AudienceMember 20210930QT35 : the chair of the Royal College of General Practitioners, 56 per cent just betrays a complete misunderstanding of what the patients of his members want",the chair of the Royal College of General Practitioners claim that 56 per cent of patients want face to face appointments just betrays a complete misunderstanding of what the patients of his members want,,Asserting
815487,863297,815489,AudienceMember 20210930QT35 : They might not want 100 per cent face to face,patients might not want 100 per cent face to face,,Asserting
815492,863299,815494,AudienceMember 20210930QT35 :  I'm pretty sure that it's a damn sight more than 56,AudienceMember 20210930QT35 is pretty sure the number of patients who want face to face appointments is a damn sight more than 56 percent,,Asserting
815497,863301,815499,"AudienceMember 20210930QT35 : If he thinks that 56 is about right, then he's very wrong","if the chair of the Royal College of General Practitioners  thinks that 56 percent is about right, then he's very wrong",,Asserting
815510,863311,815512,Fiona Bruce : NHS England changed their guidance in May,NHS England changed their guidance in May,,Asserting
815515,863313,815517,"Fiona Bruce : which had been the COVID guidance, so that it was kind of triage system","which had been the COVID guidance, so that it was kind of triage system",,Asserting
815520,863315,815522,Fiona Bruce : so a lot of appointments were remote,it had been a triage system so a lot of appointments were remote,,Asserting
815527,863319,815529,Fiona Bruce : That was changed,NHS England changed their guidance,,Asserting
815535,863324,815537,Fiona Bruce : then actually GPs just carried on doing it remotely anyway,despite the change in guidance GPs just carried on doing it remotely anyway,,Asserting
815543,863329,815545,Grant Shapps : I entirely agree with the question and actually other panel members,Grant Shapps entirely agrees with the question and actually other panel members,,Asserting
765635,863331,765634,Grant Shapps : people should have the ability to go and see their GP,Grant Shapps entirely agrees people should have the ability to go and see their GP,,Asserting
815553,863335,815555,Grant Shapps : There are many times where you might present with one issue,there are many times where you might present with one issue,,Asserting
765642,863337,765641,Grant Shapps : a GP who's skilled will know that there may be some other underlying issue or ask you a question that leads you to go for a further check-up,a GP who's skilled will know that there may be some other underlying issue or ask you a question that leads you to go for a further check-up,,Asserting
815563,863341,815565,Grant Shapps : so people should absolutely have that right ability,as a GP may be able to find underlying issues people should absolutely have that right ability to see their GP face to face,,Asserting
765852,863343,815569,Fiona Bruce : you've got the Royal College of GPs saying it's just undeliverable to be able to have face to face appointments,you've got the Royal College of GPs saying it's just undeliverable to be able to have face to face appointments,,Asserting
765853,863349,22328,Grant Shapps : No,no,,Asserting
815578,863350,815580,Grant Shapps : how can that possibly be the case,that cannot possibly be the case,,Assertive Questioning
815582,863351,815584,Grant Shapps : before the pandemic they were managing to see virtually everybody face to face and figures were even higher than 80 per cent,before the pandemic GPs were managing to see virtually everybody face to face and figures were even higher than 80 per cent,,Asserting
815589,863355,815591,Grant Shapps : most GPs didn't even offer a telephone or online service,most GPs didn't even offer a telephone or online service during the pandemic,,Asserting
815596,863359,815598,Grant Shapps : there's no reason why they can't go back to that,there's no reason why GPs can't go back to seeing patients face to face,,Asserting
815603,863363,815605,Grant Shapps : The NHS is in receipt of more money than at any other time,the NHS is in receipt of more money than at any other time,,Asserting
815607,863364,815609,Grant Shapps : this could be one of the places where the world's changed through coronavirus a lot,public health could be one of the places where the world's changed through coronavirus a lot,,Asserting
815612,863366,815614,"Grant Shapps : there are times, as somebody mentioned, where people might want to see","there are times, as somebody mentioned, where people might want to see the GPs face to face",,Asserting
765727,863367,765726,Grant Shapps : I can think of occasions where I might just want to phone or have an online appointment,Grant Shapps can think of occasions where he might just want to phone or have an online appointment,,Asserting
815618,863368,815620,Grant Shapps : a few people do that,a few people on occasions might just want to phone or have an online appointment,,Asserting
765649,863369,765648,Grant Shapps : should actually enable them to get through even more patients,phoning or online appointements should actually enable GPs to get through even more patients,,Asserting
765855,863370,815625,Grant Shapps : There's no reason why people shouldn't be able to get that face to face and that must be where we end with this,there's no reason why people shouldn't be able to get that face to face and that must be where we end with this,,Asserting
765856,863386,815643,AudienceMember 20210930QT36 : Where is the money though going to,the money is going to xxx,,Pure Questioning
815646,863387,815648,AudienceMember 20210930QT36 : is it going to private companies and not public companies,the money is or is not going to private companies and not public companies,,Pure Questioning
815653,863391,815655,"Fiona Bruce :  What do you mean, where's the money going",AudienceMember 20210930QT36 means xxx by where's the money going,,Asserting
815660,863395,815662,"AudienceMember 20210930QT37 : you keep saying that there's money in the NHS and social care, for example, but where is that money going","Fiona Bruce keeps saying that there's money in the NHS and social care, for example, but that money is going to xxx",,Pure Questioning
815667,863399,815669,AudienceMember 20210930QT37 : There's no evidence where it's going to,there's no evidence where the money is going to,,Asserting
815674,863403,815676,AudienceMember 20210930QT37 : how are you funding things,you are funding things by xxx,,Asserting
815681,863407,815683,Male Aud 12 : you do not allow us to see GPs face to face,you do not allow us to see GPs face to face,,Asserting
815686,863409,815688,Male Aud 12 : that's going to cost lives,not allowing us to see GPs face to face is going to cost lives,,Asserting
815693,863413,815695,"Fiona Bruce : that's the fear, isn't it",it is the fear that not allowing us to see GPs face to face is going to cost lives,,Assertive Questioning
815700,863417,815702,David Lammy : There was a problem before the pandemic,there was a problem with seeing GPs before the pandemic,,Asserting
765656,863419,765655,David Lammy : it's important that people can see their GP face to face,it's important that people can see their GP face to face,,Asserting
815712,863425,815714,David Lammy : that's not going to solve the problem,seeing GPs face to face is not going to solve the problem,,Asserting
765687,863429,765686,"David Lammy :  before the pandemic, some people were waiting weeks to see their GP, the pandemic has made it worse","before the pandemic, some people were waiting weeks to see their GP, the pandemic has made it worse",,Asserting
815724,863433,815726,David Lammy : How do you fix the problem,you fix the problem of not being able to see GPs by xxx,,Pure Questioning
765661,863437,765660,"David Lammy : We have a shortage of doctors right across the country, and actually there are also issues around space and infrastructure, particularly for a lot of single-handed GPs, and you've got to fix those issues as well","we have a shortage of doctors right across the country, and actually there are also issues around space and infrastructure, particularly for a lot of single-handed GPs, and you've got to fix those issues as well",,Asserting
765670,863439,765669,"David Lammy : it was NHS England that demonstrated that there've been a hell of a lot of missed diagnoses this year, over 20 thousand missed diabetes cases, pulmonary heart disease, heart failure","it was NHS England that demonstrated that there've been a hell of a lot of missed diagnoses this year, over 20 thousand missed diabetes cases, pulmonary heart disease, heart failure",,Asserting
765668,863441,765667,Fiona Bruce : It's 175 thousand diagnoses missed,"it's 175 thousand diagnoses missed this year, according to NHS England",,Asserting
765675,863442,765674,David Lammy : a whole set of things have been missed,a whole set of things have been missed,,Asserting
815744,863446,815746,David Lammy : people couldn't sit in front of their GP,people couldn't sit in front of their GP,,Asserting
815748,863447,815750,David Lammy : your GP knows you,your GP knows you,,Asserting
815752,863448,815754,David Lammy : he knows your family over many years,the GP knows your family over many years,,Asserting
765680,863449,765679,David Lammy : can ask the right questions,the GP can ask the right questions,,Asserting
815765,863457,815767,David Lammy : That can't all be done online,consultations with your GP can't all be done online,,Asserting
815769,863458,815771,David Lammy : t can't all be done on the phone,consultations with your GP can't all be done on the phone,,Asserting
815776,863462,815778,David Lammy : it's not as straightforward as just being able to get back to see your GP,it's not as straightforward as just being able to get back to see your GP,,Asserting
765685,863464,765684,David Lammy : you can't see your GP for four to six weeks,you can't see your GP for four to six weeks,,Asserting
815789,863471,815791,"David Lammy : for some practices, that was the case","for some practices, not seeing your GP for four to six weeks was the case",,Asserting
815796,863475,815798,AudienceMember 20210930QT38 : my GP will see me face to face a lot,AudienceMember 20210930QT38's GP will see her face to face a lot,,Asserting
815803,863479,815805,"AudienceMember 20210930QT38 : there is one GP in our practice that if you do need to see them face to face, it's nearly impossible","there is one GP in our practice that if you do need to see them face to face, it's nearly impossible",,Asserting
815807,863480,815809,AudienceMember 20210930QT38 : it all has to be done via the phone,consultations with the one GP in our practice all have to be done via the phone,,Asserting
765859,863484,815815,AudienceMember 20210930QT38 : which I think is wrong when people are saying that you can get in…supposed to be able to see the GP face to face,having to consult with your GP via phone is wrong when people are saying that you are supposed to be able to see the GP face to face,,Asserting
765860,863537,815827,Kate Andrews : it's great that now we can use remote contact with GPs to get a new prescription or deal with something very small,it's great that now we can use remote contact with GPs to get a new prescription or deal with something very small,,Asserting
815829,863538,815831,Kate Andrews : that isn't really the point here,that we can now use remote contact with GPs to get a new prescription or deal with something very small isn't really the point here,,Asserting
815836,863542,815838,Kate Andrews : I'm pleased that we've moved into a world where that's possible,Kate Andrews is pleased that we've moved into a world where using remote contact with GPs to get a new prescription or deal with something very small is possible,,Asserting
815840,863543,815842,"Kate Andrews : the point is that for 18 months, patients have more or less been put off going to the NHS","the point is that for 18 months, patients have more or less been put off going to the NHS",,Asserting
815847,863547,815849,Kate Andrews : It got so bad at the end of last year that the NHS had to come up with its own slogans to try to recruit people back to the NHS,patients being put off going to the NHS got so bad at the end of last year that the NHS had to come up with its own slogans to try to recruit people back to the NHS,,Asserting
815854,863551,815856,Kate Andrews : we were worried about capacity,we were worried about capacity,,Asserting
815861,863555,815863,Kate Andrews : for understandable reasons,we were worried about capacity for understandable reasons,,Asserting
815868,863559,815870,Kate Andrews : it has meant that so many people have gone missed,capacity issues has meant that so many people have gone missed,,Asserting
815873,863561,815875,Kate Andrews : over five million people now in England on these waiting lists,there is over five million people now in England on NHS waiting lists,,Asserting
815881,863565,815883,Kate Andrews : we owe any group of people anything,we owe any group of people anything,,Asserting
765701,863567,765700,"Kate Andrews : it is those who are sick and vulnerable and who did not get seen in a good amount of time, to be able to get all of the access to the care that they need now","we owe those who are sick and vulnerable and who did not get seen in a good amount of time, to be able to get all of the access to the care that they need now",,Asserting
765694,863571,765693,Kate Andrews : that has to start with being able to see your GP,sick and vulnerable people getting access to the care that they need now has to start with being able to see your GP,,Asserting
765862,863580,815902,Kate Andrews : I don't pretend for a moment that that's easy,Kate Andrews doesn't pretend for a moment that being able to see a GP is easy,,Asserting
815904,863581,815906,Kate Andrews : GPs are earning somewhere between two to three times what your average earner in the UK is,GPs are earning somewhere between two to three times what your average earner in the UK is,,Asserting
765692,863583,765691,Kate Andrews : They need to be back in the office and they need to see patients who want to be face to face,GPs need to be back in the office and they need to see patients who want to be face to face,,Asserting
815912,863585,815914,Kate Andrews : for those who already know that they're sick and can't get treatment,GPs need to be back in the office for those who already know that they're sick and can't get treatment,,Asserting
815919,863589,815921,Kate Andrews : for those who don't know that they're sick yet,GPs need to be back in the office for those who don't know that they're sick yet,,Asserting
815927,863594,815929,Kate Andrews : for those who are just anxious and nervous about what might be down the road,GPs need to be back in the office for those who are just anxious and nervous about what might be down the road,,Asserting
815934,863598,815936,Kate Andrews : we're talking in some cases about life or death,we're talking in some cases about life or death,,Asserting
815941,863602,815943,"Kate Andrews : Surely after the year of COVID, year and a half of COVID, we now really understand what life and death means","surely after the year of COVID, year and a half of COVID, we now really understand what life and death means",,Asserting
815946,863604,815948,"Kate Andrews : that shouldn't just apply to the virus, it should apply to every major illness","the meaning of life and death shouldn't just apply to the virus, it should apply to every major illness",,Asserting
765699,863606,765698,Kate Andrews : those patients deserve the time and the treatment as well,those patients deserve the time and the treatment as well,,Asserting
765864,863612,815959,AudienceMember 20210930QT39 : trying to do a ten minute appointment is really tight,trying to do a ten minute appointment is really tight,,Asserting
815961,863613,815963,AudienceMember 20210930QT39 :  they could have a little bit more time as well,the patients could have a little bit more time as well,,Asserting
815968,863617,815970,"Fiona Bruce : it's not only getting to see them, but seeing them for long enough","it's not only getting to see the GPs, but seeing them for long enough",,Asserting
815973,863619,815975,Fiona Bruce : fewer than one in four GPs work full time,fewer than one in four GPs work full time,,Asserting
815978,863621,815980,Fiona Bruce : that's a figure given by NHS England,fewer than one in four GPs working full time is a figure given by NHS England,,Asserting
815985,863625,815987,Fiona Bruce : The Conservative government has been talking…has had at least two go's at recruiting more GPs,the Conservative government has had at least two go's at recruiting more GPs,,Asserting
765713,863627,765712,Fiona Bruce : we have fewer GPs now than we had in 2015,we have fewer GPs now than we had in 2015,,Asserting
815995,863631,815997,"Fiona Bruce :  If you'd sorted that out, would that not have made this problem rather easier","if the Conservative party sorted out the lack of GPs, that would or would not have made this problem rather easier",,Pure Questioning
765706,863635,765705,Grant Shapps : there are shortages of people coming into the profession,there are shortages of people coming into the profession,,Asserting
816004,863636,816006,Grant Shapps : I don't have the GP number per se,Grant Shapps doesn't have the GP number per se,,Asserting
816008,863637,816010,Grant Shapps : the doctors and nurses numbers are up a lot,the doctors and nurses numbers are up a lot,,Asserting
816014,863640,816016,"Fiona Bruce : There's a shortage of 2500 full time GPs, according to the King's Fund","there's a shortage of 2500 full time GPs, according to the King's Fund",,Asserting
813285,863646,816016,Grant Shapps : Yeah,"there's a shortage of 2500 full time GPs, according to the King's Fund",,Agreeing
765711,863647,765710,Fiona Bruce : And there are almost two thousand fewer full time GPs now than in 2015,and there are almost two thousand fewer full time GPs now than in 2015,,Asserting
816031,863652,816033,Grant Shapps : You've got some numbers there which I haven't seen,Fiona Bruce has got some numbers there which Grant Shapps hasn't seen,,Asserting
765720,863654,765719,Grant Shapps : I do know that overall doctors and nurses' numbers are significantly up,Grant Shapps knows that overall doctors and nurses' numbers are significantly up,,Asserting
765718,863659,765717,"Fiona Bruce : not GPs, which is what we're talking about here",we are talking about GP's here,,Asserting
816044,863660,816046,Grant Shapps : we should be able to use the fact that they have been able to open up online services,we should be able to use the fact that they have been able to open up online services,,Asserting
765725,863662,765724,Grant Shapps : there will be some people who are happy to do that,there will be some people who are happy to do online services,,Asserting
816054,863666,816056,Grant Shapps : it's convenient for their lives,online services is convenient for GP's lives,,Asserting
765732,863670,765731,Grant Shapps : to be able to see more people over any given day,online services would enable GP's to be able to see more people over any given day,,Asserting
816066,863674,816068,Grant Shapps : the fact that not enough GP services are opening up isn't acceptable,the fact that not enough GP services are opening up isn't acceptable,,Asserting
765737,863678,765736,Grant Shapps : we absolutely think everybody has a right to see a GP face to face,we absolutely think everybody has a right to see a GP face to face,,Asserting
817385,863680,817387,Tim Stanley : you are levelling allegations which we haven't got to yet,Jon Ashworth is levelling allegations which we haven't got to yet,,Asserting
817389,863681,817391,Tim Stanley : we still don't know the answer to the question of who originally paid for it,we still don't know the answer to the question of who originally paid for renovating the Downing Street flat,,Asserting
817397,863685,817399,John Ashworth : But who paid for it,xxx paid for the renovation of the Downing Street flat,,Pure Questioning
817401,863686,817403,John Ashworth : Who made the donation is not a distraction,who made the donation is not a distraction,,Asserting
817409,863690,817411,"John Ashworth : There's a reason why politicians have to declare donations, have to declare loans","there's a reason why politicians have to declare donations, have to declare loans",,Asserting
817413,863691,817415,John Ashworth : people need to see that we are acting in the public interest,people need to see that we are acting in the public interest,,Asserting
817420,863695,817422,John Ashworth : not in the particular interest of the donors and those who are funding our lifestyles,people need to see that we are not acting in the particular interest of the donors and those who are funding our lifestyles,,Asserting
817427,863699,817403,John Ashworth : it is not a distraction,who made the donation is not a distraction,,Asserting
817432,863703,817434,John Ashworth : it's about integrity and honesty in politics,who made the donation is not a distraction it's about integrity and honesty in politics,,Asserting
817437,863705,817439,John Ashworth : I still think that's worth fighting for,Jon Ashworth still thinks integrity and honesty in politics are worth fighting for,,Asserting
817447,863711,817449,"Tim Stanley : there's an uncomfortable relationship between private capital, and the Government","there's an uncomfortable relationship between private capital, and the Government",,Asserting
817451,863712,817453,Tim Stanley : there's a suggestion,there's a suggestion about who originally paid for renovating the Downing Street flat,,Asserting
817456,863714,817458,Tim Stanley : that has gotten worse in the past year,"an uncomfortable relationship between private capital, and the Government has gotten worse in the past year",,Asserting
817463,863718,817465,Tim Stanley : I don't disagree with you,Tim Stanley agrees with Jon Ashworth,,Asserting
817470,863722,817472,Tim Stanley : It's a function of the lockdown,it's a function of the lockdown,,Asserting
817474,863724,817476,Tim Stanley : it's a function of our pandemic response,it's a function of our pandemic response,,Asserting
